OTU,Sample,Abundance,ID,Type,Sites,Day,Treatment,Treatment1,Treatment2,sample_Order,Domain,Phylum,Proteobacteria
,D0.15,300,D0.15,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,06.d,Bacteria,c_Betaproteobacteria,
,D7.13,276,D7.13,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,07.d,Bacteria,c_Betaproteobacteria,
,D7.14,313,D7.14,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,08.d,Bacteria,c_Betaproteobacteria,
,D7.15,222,D7.15,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,09.d,Bacteria,c_Betaproteobacteria,
,D21.16,298,D21.16,16S rDNA,04.D21_10kPa ,21,No_Urea_10kPa,2. No urea,LM,10.d,Bacteria,c_Betaproteobacteria,
,D63.13,289,D63.13,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,11.d,Bacteria,c_Betaproteobacteria,
,D63.14,272,D63.14,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,12.d,Bacteria,c_Betaproteobacteria,
,D63.15,281,D63.15,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,13.d,Bacteria,c_Betaproteobacteria,
,D0.09,203,D0.09,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,14.d,Bacteria,c_Betaproteobacteria,
,D0.10,311,D0.10,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,15.d,Bacteria,c_Betaproteobacteria,
,D0.11,276,D0.11,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,16.d,Bacteria,c_Betaproteobacteria,
,D7.09,225,D7.09,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,17.d,Bacteria,c_Betaproteobacteria,
,D7.10,286,D7.10,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,18.d,Bacteria,c_Betaproteobacteria,
,D7.11,317,D7.11,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,19.d,Bacteria,c_Betaproteobacteria,
,D21.09,251,D21.09,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,20.d,Bacteria,c_Betaproteobacteria,
,D21.10,256,D21.10,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,21.d,Bacteria,c_Betaproteobacteria,
,D21.11,302,D21.11,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,22.d,Bacteria,c_Betaproteobacteria,
,D63.09,277,D63.09,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,23.d,Bacteria,c_Betaproteobacteria,
,D63.10,272,D63.10,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,24.d,Bacteria,c_Betaproteobacteria,
,D63.11,251,D63.11,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,25.d,Bacteria,c_Betaproteobacteria,
,D0.05,245,D0.05,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,26.d,Bacteria,c_Betaproteobacteria,
,D0.07,306,D0.07,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,27.d,Bacteria,c_Betaproteobacteria,
,D0.08,237,D0.08,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,28.d,Bacteria,c_Betaproteobacteria,
,D7.08,290,D7.08,16S rDNA,11.D7_10kPa_N,7,Urea_10kPa,1. urea,LM,29.d,Bacteria,c_Betaproteobacteria,
,D14.06,504,D14.06,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,30.d,Bacteria,c_Betaproteobacteria,
,D14.07,499,D14.07,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,31.d,Bacteria,c_Betaproteobacteria,
,D14.08,450,D14.08,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,32.d,Bacteria,c_Betaproteobacteria,
,D21.08,499,D21.08,16S rDNA,13.D21_10kPa_N,21,Urea_10kPa,1. urea,LM,33.d,Bacteria,c_Betaproteobacteria,
,D35.05,550,D35.05,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,34.d,Bacteria,c_Betaproteobacteria,
,D35.06,584,D35.06,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,35.d,Bacteria,c_Betaproteobacteria,
,D35.07,443,D35.07,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,36.d,Bacteria,c_Betaproteobacteria,
,D63.05,416,D63.05,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,37.d,Bacteria,c_Betaproteobacteria,
,D63.06,442,D63.06,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,38.d,Bacteria,c_Betaproteobacteria,
,D63.07,501,D63.07,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,39.d,Bacteria,c_Betaproteobacteria,
,D0.01,235,D0.01,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,40.d,Bacteria,c_Betaproteobacteria,
,D0.02,306,D0.02,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,41.d,Bacteria,c_Betaproteobacteria,
,D0.03,254,D0.03,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,42.d,Bacteria,c_Betaproteobacteria,
,D7.01,447,D7.01,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,43.d,Bacteria,c_Betaproteobacteria,
,D7.02,326,D7.02,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,44.d,Bacteria,c_Betaproteobacteria,
,D7.03,398,D7.03,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,45.d,Bacteria,c_Betaproteobacteria,
,D14.02,616,D14.02,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,46.d,Bacteria,c_Betaproteobacteria,
,D14.03,577,D14.03,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,47.d,Bacteria,c_Betaproteobacteria,
,D14.04,511,D14.04,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,48.d,Bacteria,c_Betaproteobacteria,
,D21.01,565,D21.01,16S rDNA,19.D21_1kPa_N,21,Urea_1.0kPa,1. urea,HM,49.d,Bacteria,c_Betaproteobacteria,
,D21.04,545,D21.04,16S rDNA,19.D21_1kPa_N,21,Urea_1.0kPa,1. urea,HM,50.d,Bacteria,c_Betaproteobacteria,
,D35.01,586,D35.01,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,52.d,Bacteria,c_Betaproteobacteria,
,D35.02,753,D35.02,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,53.d,Bacteria,c_Betaproteobacteria,
,D35.03,622,D35.03,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,54.d,Bacteria,c_Betaproteobacteria,
,D63.01,1104,D63.01,16S rDNA,21.D63_1kPa_N,63,Urea_1.0kPa,1. urea,HM,55.d,Bacteria,c_Betaproteobacteria,
,D63.02,1720,D63.02,16S rDNA,21.D63_1kPa_N,63,Urea_1.0kPa,1. urea,HM,56.d,Bacteria,c_Betaproteobacteria,
,D0.13,492,D0.13,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,04.d,Bacteria,c_Deltaproteobacteria,
,D0.14,608,D0.14,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,05.d,Bacteria,c_Deltaproteobacteria,
,D0.15,599,D0.15,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,06.d,Bacteria,c_Deltaproteobacteria,
,D7.13,525,D7.13,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,07.d,Bacteria,c_Deltaproteobacteria,
,D7.14,584,D7.14,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,08.d,Bacteria,c_Deltaproteobacteria,
,D7.15,670,D7.15,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,09.d,Bacteria,c_Deltaproteobacteria,
,D21.16,570,D21.16,16S rDNA,04.D21_10kPa ,21,No_Urea_10kPa,2. No urea,LM,10.d,Bacteria,c_Deltaproteobacteria,
,D63.13,574,D63.13,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,11.d,Bacteria,c_Deltaproteobacteria,
,D63.14,538,D63.14,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,12.d,Bacteria,c_Deltaproteobacteria,
,D63.15,547,D63.15,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,13.d,Bacteria,c_Deltaproteobacteria,
,D0.09,451,D0.09,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,14.d,Bacteria,c_Deltaproteobacteria,
,D0.10,591,D0.10,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,15.d,Bacteria,c_Deltaproteobacteria,
,D0.11,656,D0.11,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,16.d,Bacteria,c_Deltaproteobacteria,
,D7.09,466,D7.09,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,17.d,Bacteria,c_Deltaproteobacteria,
,D7.10,519,D7.10,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,18.d,Bacteria,c_Deltaproteobacteria,
,D7.11,503,D7.11,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,19.d,Bacteria,c_Deltaproteobacteria,
,D21.09,546,D21.09,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,20.d,Bacteria,c_Deltaproteobacteria,
,D21.10,569,D21.10,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,21.d,Bacteria,c_Deltaproteobacteria,
,D21.11,558,D21.11,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,22.d,Bacteria,c_Deltaproteobacteria,
,D63.09,720,D63.09,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,23.d,Bacteria,c_Deltaproteobacteria,
,D63.10,708,D63.10,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,24.d,Bacteria,c_Deltaproteobacteria,
,D63.11,623,D63.11,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,25.d,Bacteria,c_Deltaproteobacteria,
,D0.05,503,D0.05,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,26.d,Bacteria,c_Deltaproteobacteria,
,D0.07,638,D0.07,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,27.d,Bacteria,c_Deltaproteobacteria,
,D0.08,517,D0.08,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,28.d,Bacteria,c_Deltaproteobacteria,
,D7.08,508,D7.08,16S rDNA,11.D7_10kPa_N,7,Urea_10kPa,1. urea,LM,29.d,Bacteria,c_Deltaproteobacteria,
,D14.06,501,D14.06,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,30.d,Bacteria,c_Deltaproteobacteria,
,D14.07,553,D14.07,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,31.d,Bacteria,c_Deltaproteobacteria,
,D14.08,503,D14.08,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,32.d,Bacteria,c_Deltaproteobacteria,
,D21.08,508,D21.08,16S rDNA,13.D21_10kPa_N,21,Urea_10kPa,1. urea,LM,33.d,Bacteria,c_Deltaproteobacteria,
,D35.05,563,D35.05,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,34.d,Bacteria,c_Deltaproteobacteria,
,D35.06,445,D35.06,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,35.d,Bacteria,c_Deltaproteobacteria,
,D35.07,464,D35.07,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,36.d,Bacteria,c_Deltaproteobacteria,
,D63.05,391,D63.05,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,37.d,Bacteria,c_Deltaproteobacteria,
,D63.06,414,D63.06,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,38.d,Bacteria,c_Deltaproteobacteria,
,D63.07,340,D63.07,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,39.d,Bacteria,c_Deltaproteobacteria,
,D0.01,449,D0.01,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,40.d,Bacteria,c_Deltaproteobacteria,
,D0.02,649,D0.02,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,41.d,Bacteria,c_Deltaproteobacteria,
,D0.03,619,D0.03,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,42.d,Bacteria,c_Deltaproteobacteria,
,D7.01,383,D7.01,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,43.d,Bacteria,c_Deltaproteobacteria,
,D7.02,413,D7.02,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,44.d,Bacteria,c_Deltaproteobacteria,
,D7.03,336,D7.03,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,45.d,Bacteria,c_Deltaproteobacteria,
,D14.02,379,D14.02,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,46.d,Bacteria,c_Deltaproteobacteria,
,D14.03,389,D14.03,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,47.d,Bacteria,c_Deltaproteobacteria,
,D14.04,378,D14.04,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,48.d,Bacteria,c_Deltaproteobacteria,
,D21.01,385,D21.01,16S rDNA,19.D21_1kPa_N,21,Urea_1.0kPa,1. urea,HM,49.d,Bacteria,c_Deltaproteobacteria,
,D21.04,540,D21.04,16S rDNA,19.D21_1kPa_N,21,Urea_1.0kPa,1. urea,HM,50.d,Bacteria,c_Deltaproteobacteria,
,D35.01,256,D35.01,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,52.d,Bacteria,c_Deltaproteobacteria,
,D35.02,246,D35.02,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,53.d,Bacteria,c_Deltaproteobacteria,
,D35.03,276,D35.03,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,54.d,Bacteria,c_Deltaproteobacteria,
,D63.01,401,D63.01,16S rDNA,21.D63_1kPa_N,63,Urea_1.0kPa,1. urea,HM,55.d,Bacteria,c_Deltaproteobacteria,
,D63.02,428,D63.02,16S rDNA,21.D63_1kPa_N,63,Urea_1.0kPa,1. urea,HM,56.d,Bacteria,c_Deltaproteobacteria,
,D0.13,382,D0.13,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,04.d,Bacteria,c_Gammaproteobacteria,
,D0.14,361,D0.14,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,05.d,Bacteria,c_Gammaproteobacteria,
,D0.15,343,D0.15,16S rDNA,02.D0_10kPa ,0,No_Urea_10kPa,2. No urea,LM,06.d,Bacteria,c_Gammaproteobacteria,
,D7.13,381,D7.13,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,07.d,Bacteria,c_Gammaproteobacteria,
,D7.14,445,D7.14,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,08.d,Bacteria,c_Gammaproteobacteria,
,D7.15,453,D7.15,16S rDNA,03.D7_10kPa ,7,No_Urea_10kPa,2. No urea,LM,09.d,Bacteria,c_Gammaproteobacteria,
,D21.16,302,D21.16,16S rDNA,04.D21_10kPa ,21,No_Urea_10kPa,2. No urea,LM,10.d,Bacteria,c_Gammaproteobacteria,
,D63.13,323,D63.13,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,11.d,Bacteria,c_Gammaproteobacteria,
,D63.14,338,D63.14,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,12.d,Bacteria,c_Gammaproteobacteria,
,D63.15,308,D63.15,16S rDNA,05.D63_10kPa ,63,No_Urea_10kPa,2. No urea,LM,13.d,Bacteria,c_Gammaproteobacteria,
,D0.09,448,D0.09,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,14.d,Bacteria,c_Gammaproteobacteria,
,D0.10,408,D0.10,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,15.d,Bacteria,c_Gammaproteobacteria,
,D0.11,418,D0.11,16S rDNA,06.D0_1kPa ,0,No_Urea_1.0kPa,2. No urea,HM,16.d,Bacteria,c_Gammaproteobacteria,
,D7.09,360,D7.09,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,17.d,Bacteria,c_Gammaproteobacteria,
,D7.10,415,D7.10,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,18.d,Bacteria,c_Gammaproteobacteria,
,D7.11,454,D7.11,16S rDNA,07.D7_1kPa ,7,No_Urea_1.0kPa,2. No urea,HM,19.d,Bacteria,c_Gammaproteobacteria,
,D21.09,363,D21.09,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,20.d,Bacteria,c_Gammaproteobacteria,
,D21.10,326,D21.10,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,21.d,Bacteria,c_Gammaproteobacteria,
,D21.11,382,D21.11,16S rDNA,08.D21_1kPa ,21,No_Urea_1.0kPa,2. No urea,HM,22.d,Bacteria,c_Gammaproteobacteria,
,D63.09,369,D63.09,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,23.d,Bacteria,c_Gammaproteobacteria,
,D63.10,333,D63.10,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,24.d,Bacteria,c_Gammaproteobacteria,
,D63.11,292,D63.11,16S rDNA,09.D63_1kPa ,63,No_Urea_1.0kPa,2. No urea,HM,25.d,Bacteria,c_Gammaproteobacteria,
,D0.05,358,D0.05,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,26.d,Bacteria,c_Gammaproteobacteria,
,D0.07,389,D0.07,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,27.d,Bacteria,c_Gammaproteobacteria,
,D0.08,290,D0.08,16S rDNA,10.D0_10kPa_N,0,Urea_10kPa,1. urea,LM,28.d,Bacteria,c_Gammaproteobacteria,
,D7.08,263,D7.08,16S rDNA,11.D7_10kPa_N,7,Urea_10kPa,1. urea,LM,29.d,Bacteria,c_Gammaproteobacteria,
,D14.06,372,D14.06,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,30.d,Bacteria,c_Gammaproteobacteria,
,D14.07,378,D14.07,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,31.d,Bacteria,c_Gammaproteobacteria,
,D14.08,385,D14.08,16S rDNA,12.D14_10kPa_N,14,Urea_10kPa,1. urea,LM,32.d,Bacteria,c_Gammaproteobacteria,
,D21.08,374,D21.08,16S rDNA,13.D21_10kPa_N,21,Urea_10kPa,1. urea,LM,33.d,Bacteria,c_Gammaproteobacteria,
,D35.05,580,D35.05,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,34.d,Bacteria,c_Gammaproteobacteria,
,D35.06,569,D35.06,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,35.d,Bacteria,c_Gammaproteobacteria,
,D35.07,572,D35.07,16S rDNA,14.D35_10kPa_N,35,Urea_10kPa,1. urea,LM,36.d,Bacteria,c_Gammaproteobacteria,
,D63.05,633,D63.05,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,37.d,Bacteria,c_Gammaproteobacteria,
,D63.06,668,D63.06,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,38.d,Bacteria,c_Gammaproteobacteria,
,D63.07,716,D63.07,16S rDNA,15.D63_10kPa_N,63,Urea_10kPa,1. urea,LM,39.d,Bacteria,c_Gammaproteobacteria,
,D0.01,381,D0.01,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,40.d,Bacteria,c_Gammaproteobacteria,
,D0.02,381,D0.02,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,41.d,Bacteria,c_Gammaproteobacteria,
,D0.03,351,D0.03,16S rDNA,16.D0_1kPa_N,0,Urea_1.0kPa,1. urea,HM,42.d,Bacteria,c_Gammaproteobacteria,
,D7.01,486,D7.01,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,43.d,Bacteria,c_Gammaproteobacteria,
,D7.02,432,D7.02,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,44.d,Bacteria,c_Gammaproteobacteria,
,D7.03,410,D7.03,16S rDNA,17.D7_1kPa_N,7,Urea_1.0kPa,1. urea,HM,45.d,Bacteria,c_Gammaproteobacteria,
,D14.02,635,D14.02,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,46.d,Bacteria,c_Gammaproteobacteria,
,D14.03,371,D14.03,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,47.d,Bacteria,c_Gammaproteobacteria,
,D14.04,526,D14.04,16S rDNA,18.D14_1kPa_N,14,Urea_1.0kPa,1. urea,HM,48.d,Bacteria,c_Gammaproteobacteria,
,D21.01,524,D21.01,16S rDNA,19.D21_1kPa_N,21,Urea_1.0kPa,1. urea,HM,49.d,Bacteria,c_Gammaproteobacteria,
,D21.04,518,D21.04,16S rDNA,19.D21_1kPa_N,21,Urea_1.0kPa,1. urea,HM,50.d,Bacteria,c_Gammaproteobacteria,
,D35.01,621,D35.01,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,52.d,Bacteria,c_Gammaproteobacteria,
,D35.02,577,D35.02,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,53.d,Bacteria,c_Gammaproteobacteria,
,D35.03,510,D35.03,16S rDNA,20.D35_1kPa_N,35,Urea_1.0kPa,1. urea,HM,54.d,Bacteria,c_Gammaproteobacteria,
,D63.01,362,D63.01,16S rDNA,21.D63_1kPa_N,63,Urea_1.0kPa,1. urea,HM,55.d,Bacteria,c_Gammaproteobacteria,
,D63.02,425,D63.02,16S rDNA,21.D63_1kPa_N,63,Urea_1.0kPa,1. urea,HM,56.d,Bacteria,c_Gammaproteobacteria,